text,label,notes
"Like the title says, I think a War of the Roses setting would be really cool for an upcoming game. We’ve seen Assassins and Templars both have disputes within their order, and we’ve also seen them team up with one another to fight a greater enemy. So I think a combination of the two would be pretty nice. We already have an England map thanks to Valhalla, too.

Our MC could be from a small nobility cast down as a result of the war, with their initial reasoning for joining the Hidden Ones as a recruit being a search for which side killed their family. As the game progresses, they learn of the Templar civil war that is being expressed in the War of the Roses.

For open world, I think something similar to Odyssey’s territory system would be pretty nice. We’d have the option to support either the Yorks or Lancasters in small territory battles across the English countryside.

As for the central antagonist, I see no one better than Richard Neville, the Kingmaker. And a step further could be Henry Tudor being raised to king by the Assassins, maybe having him as a side character throughout the game.

Just a random idea",opinion,
Based on the amount of footage we’ve seen thus far I’m really hoping while the devs still have time they pump up the amount of smoke that emits from cannons and pistols when fired. One thing I really liked about the remaster was the huge clouds of smoke that would cover the screen during naval combat. It made the battles feel more immersive and realistic. I know the devs have already responded to community VFX suggestions on combat so I would love to see them touch up on this as well.,opinion,
"Didn't know Ubisoft had it in them. Seeing Edward move in combat had me sold. The speed is back. Counter kills and kill streaks are back. Double counters are back. Human shield returns. Hidden blade combat too if I saw right. And the seamless switching between the cutlasses, rope dart, and pistols was *chef's kiss*",opinion,edge case
"Now I am replaying the original AC game for the first time since 2008 or 2009. I get why it gets praised and all, a love the first 2 games myself, but I think I just found the worst assassination mission of the franchise so far.

It’s the first Jerusalem assassination. The task is Talal, the slaver. My point is - every preparation you do in the town doesn’t make any sense, because Talal ambushes you in his castle by default. It’s scripted and you just can’t use your intel data (which contains pretty interesting stuff about Talal being pro archer and using his people as meat shields). And then you just go berzerker to chase Talal down the streets and kill him in sword duel, no stealth, no assasin stuff whatsoever. Zero arrows shot from Talal, zero meat shields spotted btw.

And it’s not the game punishing you for something, it’s just scripted. Lame for me.",opinion,
"Origins, Mirage, Odyssey, Valhalla, Shadows

Honestly it’s super hard to rank these games because they are good at such different things. I rank Origins highest because it was so fresh, so new, with such a great protagonist (pair).

Mirage has that classic city stealth and the new expansion really fleshes out Basim’s character even more. Odyssey of course has such a good open world exploration and combat.

The last two are so inconsistent. Yes they do some good things. Valhalla out of nowhere throws in the craziest Isu lore we’ve seen in a while. The stealth options in Shadows are just amazing and the world is beautiful. But these games are so frustrating. I just can’t rate them highly because the package is overall so disappointing.",opinion,
"
You picked a great place to start! Ezio trilogy is my favorite in the whole series for the story, the amazing soundtrack, the beautiful environments, and the amount of character development they did on Ezio.

No other game in the series has measured up in my opinion.

If you're curious about the modern day story you were thrust into the middle of, it wouldn't be a bad idea to try the first game. But the gameplay is pretty dated and the story is a bit repetitive; Though it's still a unique game with its own distinctive charm.",opinion,
"
Urban renovations are a passive and strong source of income in all three of them. Prioritize renovating shops to increase your income. Buying art and weapons and collecting feathers in II will also boost income, but it's much more modest. The landmarks in Brotherhood and Revelations are extremely expensive and don't generate much revenue so they're best saved for last. Recruits in Brotherhood and Revelations are extremely useful. Use them often and send them on quests via pigeon coops or maps, this will level them up quickly and improve their health and equipment. They can die in combat or if they fail a mission, but you can always recruit new ones.
",analysis,
"I saw some gameplay footage that shows that when you begin a Fort Raid now, your crew will give some background on said Fort.

Examples

Fort Gibara: known as a notorious Spanish prison that likes to Gibbet prisoners, and your crewmen say they‘d rather take their chances with the sea than end up there.

Fort Dry Tortuga: A Spanish munitions storage facility that stockpiles so much gunpowder and shot it can be smelled on the air from nearby on the Jackdaw.

Now this is great, really helps to distinguish each Fort and make them unique instead of targets you just blast and take over like in the OG.

Makes me wonder what the others will be like, especially British-controlled Fort Navassa in the southern region, because don’t we all remember its 9 points of defense and the small fleet of Schooners that protected it in the OG game?",analysis,
"
Pretty sure we already knew the Regalia were nothing Isu related. There's a rift where either Nuno Caro or the Guide explain that it's ""just"" important to the culture, and the Templars used it it to manipulate Ashikaga Yoshiaki. The only new information is that Nuno Caro at first believed they were precursor technology before he used them to control the Shinbakufu.",analysis,
"This is just a PSA for those tackling the Domain. I haven’t done a full test yet (ie how many Daishos does it save), but if you wanted to stealth through kill the Samurais as Naoe and wanted to face the boss as Yasuke you can do that just fine. This also makes it so that you can tinker with your weapons and armor to find the right strategy to take on whatever challenge is stumping you.",analysis,
Assassin Creed 1 is worst game I've ever played,opinion,
"Skill issue.

Edit:

Genuinely if you're having problems with movement and parkour, that is a skill issue. Altair only does stuff if you press the buttons to make him do that, but he will do anything you push the buttons for, even if it means flinging himself off a roof or climbing something you didn't want to climb. Have better button discipline and be more mindful of which direction you're actually telling him to go.

If you're going around a corner, don't hold the legs button, slow down to the jog instead of the sprint to make sure you don't accidentally climb. You have 4 movement speeds for a reason, use them.

The NPCs aren't poorly designed, they're operating exactly as intended. The beggars have one of several repeating NPC dialogues that make up the background noise in the cities (like the town criers and merchant stalls). This is so that when you hear people talking about something other than the basic city dialogue, you know you're near an investigation opportunity. The game was originally designed to be played without a map or HUD, so it uses audio cues like that.

The jar carriers, beggars, and crazy people are intentional obstacles placed in the game to make you think and move more carefully. If there's a bunch of stuff at ground level getting in your way, go to the rooftops. Social stealth obstacles are easy to navigate around if you just pay attention.

If you think AC1 is the worst game you've ever played, you need to play more games.",analysis,
"
Deadass, AC1 has the most oppressive and amazing atmosphere in the entire franchise as a complete package; taking both Historical and Present Day as one cohesive experience. Oh my god the mood, the feel. Absolutely nuts.",opinion,
"
Man it is, and the controls just suck but I’m almost done with it and i hear AC ll is much better",opinion,
"
First game was great for its time. You know, a decade and a half ago. Seriously what is even the point of this post other than to complain that they didn't future proof the combat to an unforeseeable standard?",opinion,
"
My first game was Odyssey. It's my favorite. I love the Isu storylines throughout the series and the modern-day stuff. I then played Syndicate. Then I played the first one. I don't understand how that got a sequel, but I'm glad it did I love every other game. I understand why Altair is so important to the story. (I've played Valhalla and 2 after that.)",opinion,
My personal Feedback about the Domain Mode in AC Shadows: it's not something I want from Assassin's Creed and why,opinion,
"Between 1 and Revelations they were brilliant and a crucial part of connecting the series and making everything feel more meaningful

People complaining about them generally come across to me as shallow at best",opinion,
"
I find it very blocky and cartoony, cant get past it, feels like a much okder game than it is.",opinion,
"
I am far from an expert on the subject, since I tend to avoid Unity's combat like the plague, but back then the game promoted the Medieval set for those interested in buffing health, while the Prowler set upgraded melee damage. Can't say how effectice they truly are though, so others should weight in on the conversation.

Don't sleep on the co-op skills though. Even by yourself, either the Group Heal or Assassin Cache can help during battles. Check which gear pieces improve them.",analysis,
"
I just finished a playthrough on PS5 after the 4k/60 fps patch dropped and it looked stunning! On ps4, it's still 900p tho so that explains why it looks bad for you. Unless you have a decent PC or a current gen console that's the best you get unfortunately.",analysis,
"
""I'm playing on PS4"", there's your answer. The vast majority of the videos people post are from PCs (even if they're playing with controllers), and Unity isn't very demanding these days, so it's not hard to run it with mazed graphics + 60fps. The game recently got a patch on PS5 that allows it to run at 4k60fps, so yes, you can basically achieve the same on the next generation.",analysis,
"
It’s whatever you want it to be, whatever your playstyle is. Grab a belt with a lot tools that fit how you play. Opening a lot of chests - grab a belt with a lot of lockpicks. Are you’re like me and like to spam the smoke bombs - then grab a belt with a lot of smokes. If you’re stealthy - wear gear with extra stealth. Like to use disguises - wear gear that allows you to wear the disguise longer. There’s no “ideal” way to outfit Arno other than what is best for the way you like to play the game. Once you max out the skills, the game is a lot easier to play, allowing you more ways to play in different ways.",analysis,
Ac Unity is the worst AC game I’ve played and it’s not even close,opinion,
"
I think Unity is fun. I'm only doing the missions and Nostradamus glyphs. Not planning on 100%'ing the minor collectibles. Personally, I enjoy that the map is small and strajghtforward, and not too bloated",opinion,
"
Skills count too. Simply having all level 5 gear isn't enough. Progress/Get more Sync Points and buy more skills.",analysis,
"
The new Animus is able to read memories even if the user is not a descendant. It only needs a dna sample and it can read it up to when it was taken or, in the case of a dead person, his death. In the case of Bayek, the Animus will be able to read his memories until his death. In Basim's case up to when the blood sample is extracted.",analysis,
"
After conducting research, I have concluded that it was due to either lack of research or because they (and by they I mean the writer of The Secret Crusade) wanted the audience to more easily understand the fact that Sef and Darim were Altair's sons. However, this one doesn't quite add up because of how prevalent the Norse naming conventions are in pop culture and general western public consciousness.",analysis,
I would love to have an Assassin's Creed game that is set at 69 AD to 79 AD in Campania and Sicily.,opinion,
"
Jenny briefly met Arno Dorian in the Unity novel; I’ve never read it in all honesty but I believe Arno wanted a deeper understanding on the Templars to avenge Mr. De la Serre (how you spell it?) and Elise’s deaths, he met an elderly Jenny Scott in which she gives Arno her brothers old Templar letters.

Connor never travels to England in the known AC series.",analysis,
"
The game hard stops a ship from taking anymore damage once it’s board able.

You have to actively try to sink it after the fact.

Like if your first shot from your cannons drops it to red, the rest of the shots will do 0 damage.",analysis,
Pitching an AC game based on my own story concept Assassin's Creed: Kingdom,opinion,
"Am I the only one madly obsessed with The Isu and the modern day story? I’ve played every assassins creed game from the DS to AC Valhalla, I haven’t played shadows yet due to my older system, but I’m scared for there not being a modern day storyline.

I replay and rewatch game play revolving around the ISU and the Order, as if it’s a real objective. I don’t know why it fascinates me, maybe do to all the connections it makes in missing pieces to the real stories, it fills gaps and makes it interesting, but I’m sad that it’s being done away with.

If shadows still includes the Isu great but if not I’d be disappointed as following the ISU through all the old and new gods, from Egypt to Greece to Norway and England, even speaking for YahWeh and Allah, and into Native American culture, I hope they include African and Japanese in shadows.

I don’t want to say too much about the Isu and Order in case people skipped over it. Jumping into new AC games such as Valhalla has to be so confusing when we get to the ISU because you wouldn’t know where to follow, but putting the puzzle together one piece at a time over the series of a dozen games is a chase I do not stop chasing. I’m playing Valhalla for the 7th time and I’m jumping back into Odyssey.

When I get my ps5 imma spend the first few months replaying the entire series just so I have the clearest picture of the Isu and the order and the modern day story line. So juicy. Anyone else share this fascination",opinion,
"
Assassin's Creed Origins, (2017), is about the start of the Assassin's Creed Brotherhood. It is set in Egypt and I found it very interesting to see how the values of the Assassins were created.

Assassin's Creed Odyssey, (2018), is about a time before the Brotherhood was made. It is set in the Sparta vs. Athens era, with your character being a born Spartan turned mercenary. It is tied into the modern-day because there is a mythical spear found from which the DNA of your character is extracted, and then explored.",analysis,
"
I really CANT fathom how anyone that went into the franchise recently can place ac2 as the best assassins creed. It fails in so many aspects compared to other games that I almost KNOW that people gaslight themselves into making it their favourite because the community loves it so much.

You can like ezio, but ezio in ac2 is BARELY a character whose only memorable moments from his character interactions were the intro, which is admittedly the best part of the game, and some convo with Leonardo that happens at the mid point of the game. Ezio has no other memorable or noteworthy interactions in the entire game and is carried by the side characters. Ezio becomes MUCH better in brotherhood and revelations.

The cities even though they had their charm, didn't flow THAT well with parkour. And don't get me started on the junky combat that is pure nonsense. Or the stealth that doesn't really exist except from social stealth that is either completely broken making you invisible or useless because the mission is in a restricted area. Not to mention how repetitive most missions are.

You can like ac2, but holy christ. I know that this community isn't really that receptive to ac2 criticism, but my god... Also looking at your list, how does it make sense to put all the RPG games and black flag at the top, and then putting ac2 as number 1 while putting the rest of the trilogy 6 places below. Is it that captivating a story that you HAD to place it at the top?",opinion,
"The first game, hands-down, because it's the only game to be set in an era where the historical Assassins and Knights Templar actually existed, and most of the targets are based on real historical figures. With that said, there's still a lot of artistic license in the designs of the cities (there was definitely no giant Gothic cathedral in Acre in 1191), some historical figures, and of course the Apple of Eden is fictional... but overall, it's the one time where the central Assassins vs. Templars plot is pretty true to life.

The rest of the series skews quite well in historic accuracy, at least for certain events, but connecting events to the Assassins vs. Templars metaplot does mean they lose some points for historical accuracy. Disregarding that, I'd say that ACII does a good job with some of its historic events (the Pazzi conspiracy, the battle of Forli and the Bonfire of the Vanities especially) and ACIII gives a passable, albeit very abridged, look at the American Revolution.",analysis,
"I’m doing a replay of the series and man I loved this game back in the day. I think the naval combat is what made me love it back then because replaying it? The naval combat is still fantastic but the rest…… ooof. I hate that 90% of the game is “tail this person ad nauseum”. Edward as a character actually isn’t great like at all. His whole motivation is having enough riches so he can have an easy life right until the very end. He never learns from his mistakes. People drop like flies around him and he’s still “but muh riches” . Probably my least favorite assassin because of how selfish he is. And on that note, dude’s not even an assassin. He just steals the robes and gets handed the blades from templars. It’s so funny because modern AC people shit so much on Eivor and Kassandra not being assassins but like Edward isn’t one 😂 overall not impressed with the game anymore. I hope if they remake it they retcon this being Abstergo propaganda because it makes Edward such a shit character",opinion,
"
People loving Black Flag as much as they did is the reason why the series pivoted so hard. But no one seems to ever connect those dots lol

I love the old games and the new games, and while I did enjoy Black Flag, 60% of it is an absolute slog. It’s not the best in the series to me.

And I loved the modern day sections in it. An absolute sin to admit, I know lol",opinion,
"My favourites were AC Brotherhood and AC4 Black Flag.

Wasn't fussed about Origins, but am loving Odyssey right now.",opinion,
"That it gets better over time lol. Ac 1 is a really rough game by today's standards and the quality dramatically increases over time. Combat really improves after 1/2

For every game: You do not need to do the collectibles, there are a ton and not worth your time.

In AC1 you gain the counter kill ability after taking out your first target. You can use the Hidden Blade to perform counter kills but the timing is more tricky than with the sword. It can be a fun challenge to just use the blade.

In AC2 your main chunk of income should go into rebuilding your main base as it also gives you more money. Purchases should be more focused on getting Swords or weapons over armor imo as it's still easy to dodge and counter kill enemies. Plus there's hidden armor in the game that is really awesome! (I still bought everything in the stores as you get a lot of money over the course of the game)

Make sure to purchase treasure maps when you unlock a new location as they pay themselves back tenfold.

Ac 3: Just focus on the main missions until you hit the training montage. It can be tempting to do everything immediately but the story works best if you do the first several sequences rather quickly.

I can't remember much past AC 3 as I'm currently replaying the series and on 3 rn.",analysis,
"
Do the story until you get the hidden blade and then worry about exploration. The combat is very different from previous games so keep an open mind about it.",analysis,
"Most bandit camps or forts have something to do with a quest or an objective it may be better just to wait to get that and then tear through The forts instead of doubling back.

Also you're not going to be traveling across after map to finish an objective most mission markers and all activities within that region so you don't have to come back twice.


",analysis,
"I don’t understand the praise for this game. The story is probably my least favorite of the entire franchise (there are less interesting, but none as disappointing). The villain was the most forgettable of any AC game, the game doesn’t explain shit like Aya just has a hidden blade out of nowhere, and the game about forming the assassin brotherhood that thrives for centuries after its founding because of its strong ideology doesn’t fucking discuss its ideology in any way other than a 4th grader’s understanding of the AC lore. Bayek’s VA is amazing, but that’s about the only good thing about the story.",opinion,
"
Personally I thought the story in Origins was better than the Odyssey story but obviously there were some issues with it. I didn't think Odyssey's was perfect either... in fact it was very flat in places. The only thing I really didn't like about Origins was that it was SUPPOSED to be an origins story about the assassins but Bayek was already doing assassin type stuff in it so you didn't really get a feel for how he grew to be who he was. For instance... here's a dude in ancient egypt that just likes climbing stuff and diving off. Uh, okay. I mean I know it's sort of a stupid minor thing... but it's a big deal in who we are as assassins. I also know that technically he wasn't an assassin... he was a 'hidden one' but like I said it's still an origin story and I think they left out a lot they could have covered to make it a much larger story. Still, like I said, I liked the story better than I liked Odyssey overall. To me they were like 1A and 1B when I rank the AC games.",opinion,
"Really nice list.

Want to add that:

Using Dual-blades has the advantage of protecting arrows/ attacks from behind b/c of the hanging shield behind. So Dual Blade with Big Shield would help a lot in close-combat.

You could shield charging them to break the big shield blocking by holding Parry (RB) while the shield is activated.

For stealth, you could use Fire Bomb and throw at the guards resting (sitting) on the straw sheet. It kills everyone on that sheet, even the Captain.

You could use Berserk Dark on Brute Commander (only if none of the damages could kill instantly) while sneaking behind him. Not quite sure for the Phylakes.

The tip for Sleep Dart on Fire. For real? I need to test it out. Thanks, man!!",analysis,
"
It'll take you a long time, the base game is really long, and while the Legacy of the Hidden Blade isn't that long on its own, the Fate of Atlantis surely is, it's basically 3 full DLCs on one, but it's really good (if you like mythological stuff).

If you're going to clear the map completely, you'll be there for a while, I'd say, maybe around 1.5 times longer than Origins.",analysis,
"When you see a purple icon in Kephallonia, do not start that quest, as it marks the end of Kassandra's story in Odyssey. Canonically, it takes place after the main story and the DLCs.",analysis,
"
As a developer, I’ve always admired the sheer technical leap between AC1 and AC2. Seeing how they iterated on the engine over 15 years is a masterclass in franchise management, for better or worse. Great list!",opinion,
"
I usually get overstimulated a lot with these open-world games so I tend to focus on main story, do a few side missions, if they interest me - do a few more, if not just skip them entirely",opinion,
"
ACII is pretty good. I tend to prefer the later ones like Shadow, Origins and Odyessy. I liked that the mechanics were smooth however those timed parkour missions gave me a headache.",opinion,
"
Maybe it's a hot take, but I think the story of Shadows is better than Ghosts of Yotei. Yotei really dropped the ball when it comes to having an interesting narrative experience and doesn't live up to Ghosts of Tsushima.

I enjoyed the story of discovering Naoe's parents history as Assassin's and Yasuke's arc of becoming a samurai much more than I'm enjoying Atsu's Kill Bill style rampage through Hokkaido.",opinion,
"
This! The historical playgrounds was the biggest draw to AC for me. None of them are perfect but you can absolutely have fun in every AC if you’re not attached to a particular style of AC.",opinion,
"Story-wise it's always been Black Flag for me. But, as a whole game, it's Odyssey. Nothing has compared to the world of Greece, gameplay, and side content.",opinion,
"
Hooded men fight Red cross men for centuries over artifacts left by a extinct civilization

There's like way more to it but that's it in a single sentence",analysis,
"
For starters, yes, abstergo are the modern templars. They are also however a company in the public that is practically anywhere (think of it like modern companies irl). They gain alot of money which helps them do templar things like finding the pieces of eden and whatnot. In ac Liberation and black flag (as well as rouge i believe) the games modern day story (i think) circulates around the templars/abstergo trying to locate pieces of eden through subjects who signed up, since it looked like a game in the public eye (hence it was called abstergo entertainment).

In ac unity, they are both trying to find a piece of eden called the sword of de molay, and abstergo are trying the best to sabotage them, forcing the assassins to relocate often. The assassins are chased as they had the closer lead, and eventually find the sword. Irrelevant to your questions, but in syndicate shawn and rebecca are shown sabotaging templar plans and being caught, forcing them to run a few times. In that game they look for the shroud of eden.

At the point of ac unity's modern day, i think many animus' wouldve been created by the assassins, i mean in ac2 rebecca had her own (and better) animus.

The templars want the pieces of eden simply to control the world, bend reality to their wants and needs. Thats about it tbh. The assassins are shown mostly gaining knowledge from them in the early games, but as time progress it is shown less, until origins and the other modern titles, i assume that they want to simply stop the templars from using them and regulate their corruption.

So yes to sumarise, abstergo are modern templars who want to control the world with the pieces of eden, they have programs out to the public to find the pieces. The assassins want to stop the templars from controling the world and preserve peace, so they use animus' (stolen or self built depends which game) to find the pieces, and its just a game of tag between the two of them, with many like sub games (so it branches into different locations etc.)",analysis,
"Depends on how he became an Assassin. Does Edward not die, and he ends up successfully training Haytham? Or does that still happen, but after finding out Birch killed his father, Haytham decides to not just kill Birch, but to also take up his dead father's goals, since all his Templar training had been built upon a lie?

If it's the first Route, then Haytham probably would have been killed young by Birch or other Templars in London on a second attempt, Connor never would have been born, so Desmond as we know him wouldn't have been born either. Juno would have needed to find another way. Also without Haytham aiding the British Templars, its possible Achilles' Brotherhood never would have died, leaving a strong Assassin Presence to combat the Templars throughout the rest of history.

It it's the second route, then Haytham probably would have pretended to still be a Templar so that he could Assassinate all the major ones in England. Then he would have either stayed in England and worked to keep the Assassin presence strong, leading to Syndicate being a much different game, or, if before he killed Birch he had learned about the precursor artifacts in America, then he might travel there to protect them from Templar hands. Upon arriving he would intercept and kill Charles Lee, probably find and kill Braddock all the same, which could wind up with him still hooking up with Ziio. Although now, the American Brotherhood still lives, and Haytham would probably stay in America with Ziio, raise connor himself to be an Assassin, like his father never could with him. And again, most of American and British history after that would probably play out very differently, although Connor still being born would lead to the same results as the true timeline with Juno.",opinion,
"My favorite is AC Syndicate. Love the Victorian England setting, both main characters, and the side quests. Combat and parkour also felt good imo, although combat did feel like punching a thousand times and not getting anywhere after awhile. I also loved the mission designs. The main story was pretty weak, but everything else made up for it. Oh, and it has really good DLC.

I personally prefer Origins over Odyssey bc I've always had a fascination with Ancient Egypt and bc Bayek is one of my fave AC protagonists, not to mention the story is pretty good. It's my 2nd fave, right behind Syndicate. The only major downside I can think of is that there's a large chunk of the map that has basically nothing but desert sand with nothing worthwhile there. Odyssey was kind of the exact opposite for me. I found exploring the world the best part and loved doing the side stuff, but the story was not that good. Combat and stealth was VERY fun tho, especially if you have a lot of skills unlocked.",opinion,
Why did Haytham Kenway choose to stay a Templar after he found out that his father Edward Kenway was an Assassin killed by the Templar Grand Master Reginald Birch?,analysis,
"
It's in the novel for AC3, Forsaken",analysis,
The AC3 book is horrible and undermines aspects of the game in favor of Haytham,opinion,
"You have to use Uplay, not Steam. And even if you bought the game from Steam you would still need to use Uplay, so it doesn't matter in the end. Go to https://register.ubisoft.com/acu-notredame-giveaway/en-US , click on the PC icon at the bottom, log in with your Ubisoft account and when you launch Uplay, the game should be in your library.",analysis,
"I get why they didn’t create a Mediterranean Ancient world Trilogy, by making an assassins’s creed game based in Rome following Odyssey. The Greek influence in the Mediterranean was huge. The columns, the porticos, the sculptures, the aesthetic in general would have been very similar to stuff we saw in Alexandria and Athens.

However, I still wish it would’ve happened or wish it can still happen In The future. I don’t know what my preferred timeline would be, but maybe something during the reign of Marcus Aurelius, since to non-history fans he’s probably the most recognizable name other than Caesar and Agustus, maybe Nero. This puts us past the events of Origins and many centuries after Odyssey. And the DLC would definitely be based around the civil war with Caesar and Pompey, maybe even returning to Alexandria or this time a section of Gaul (France).

After seeing the rumored releases that they’re working on, I’m disappointed that none of the games is rumored to be anything based on Ancient Rome.

It could also be based on the rule of Nero. And stretch the historical rumors we’ve all heard of Nero.",analysis,
"Unity. The streets were packed with people! And they are doing all sorts of things. I once came across a group of ladies knitting never saw them again.

And Paris, woow, it rings so true, you can almost smell it. I visited Paris not too long ago and it's 1:1. You can take a building from the game and put it there on the street and it will look like it belongs there and vice versa.",opinion,
"I'm not sure why Ubisoft has never implemented a lore compendium for the series so that fans can pick up any of the Assassin's Creed games and understand what the story is. If someone starts with one of the later RPG titles, there is zero explanation for the modern day segments, and they just drop you right into the middle of it, as if you're supposed to know what's going on. It would be nice if each game had a section in the menu with a timeline and explanation of everything that's happened in the series with the modern day, the Assassins, Templars, and Isu. God help you if you started with AC Valhalla...

It would have made even more sense to create something like this for the Animus Hub, but no...that seems like a wasted opportunity. As of now, the Animus Hub is just a game launcher. I will say, if they don't use the Animus Hub for Black Flag Resynched, I will consider the hub an abandoned concept.",opinion,
"
If you’re talking about AC1 with Altair then there’s a lot to cover. I’m far from the best AC1 player and there’s even more to the game, but these are some of the basic tips and tricks.

COMBAT: The original Assassin’s Creed and the Ezio Trilogy that follows it uses a ‘combo system’ for its combat system. This combo system works with you timing your strikes in a rhythm where you press the attack button just as your weapon hits the enemy. Repeat this and you’ll pull off a combo! Pulling these combos off will become really important in the later parts of the game as the enemies will get tougher. They’ll start to counter Altair’s attacks if you button mash/ spam attack and you’ll find yourself kissing the dirt a lot if you do spam. The tail end of the game has a ton of forced combat encounters so best you learn it.

People will say to just counter attack your way through all of the combat encounters for an easy time, but that’s a bit of lie (kinda) and I don’t recommend it. The only weapon that will guarantee a one hit counter kill every time is the hidden blade and it’s super high risk but high reward. Hidden blade counters require even more precise counter timing than the regular weapons and you can’t block with the hidden blade. This makes it even more risky in the earlier parts of the game where you’ll only have a few segments of health. Also overusing the counter attack is a great way to make the game as unfun as possible.

EXPLORATION: Do synch points to reveal the map. Doing so will reveal investigations and civilians in trouble. Completing as many of these missions is the only way to raise your health bar as far as I know. Rescuing civilians will also plant vigilantes around the city who will distract guards in your fights and escapes when in proximity. Also the game doesn’t tell you this very well but some of your investigations can give you things like a map of patrol routes. These can be accessed in a menu somewhere.

Oh and don’t bother with collecting the flags. They’re ultimately pointless and the devs put them in as a bit of troll for completionists.

PARKOUR: Altair is a slower climber than future protagonists. Use parkour starters to get onto rooftops fast. Also take advantage of side and back ejects when applicable to skip the slow climbing.

Don’t be afraid to release the sprint button if you want to go slower and have more control for things like turns. When you relearn the grasp ledge move, use it as much as possible as the game won’t always cling you to the nearest handhold. It’ll save you from some broken ankles and death.

Archers are littered across the rooftops and they might try to stop you while you’re parkouring. Just lock onto these pests and use a throwing knife to (always) take them out in one hit.

I’d recommend watching Leo K and Jcers’ videos on YouTube of AC1 so you can take full advantage of the game’s parkour system.

MODERN DAY: These sections may seem boring as at first glance as it appears to just be a walking simulator. However, as you progress through Altair’s memories, you’ll find out that you’re not as helpless as you may think. You may or may not be able to do some pickpocketing and exploration...",analysis,
Read Altaïr's notes from each investigation before assassinations! They really help you plan out the best paths to your target and your escape.,analysis,
"learn the timing for combos, its pretty easy when you listen to weapons clanking

when in combat with multiple enemies, pay attention to the highlighted enemy,as thats the one you are engaging atm. when another one swings at you, you have to highlight him instead to deflect his attack. learn and feel that target selection with movement input

dodging and breaking defence is very useful

do all the viewpoints and citizen missions,as it raises ur sync and helps alot when being pursued

short blade and throwing knifes is probably the best weapon to use against a number of generic enemies

when you master counters, countering with hidden blade is instakill, even on bosses

imo the first AC is the best of the series, as the controls are completely manual, later games are made too easy,which is not that fun",analysis,
"
Spamming Devastating shot with death arrows (or normal arrows, it will just take longer...) Will take out all the legendary beasts in about 10 hits. I offed the Erymanthian boar before it could even fart its first fart.",analysis,
You can shout sharks with your bow and arrow. Just bring a boat to stand on. As long as you can get line of sight through the water they will die,analysis,
"
I really can't relate with AC3 being 5/10 and AC4 being 10/10. Collecting everything in AC4 was sooooo booooring. AC3 collectibles were a lot more manageable.",opinion,
"I played the first three games when they came out and I liked them, but after that, most of the titles always lost me after a couple of hours. The constant bugs didn’t help either (I’m looking at you, Black Flag, with NPCs disappearing right in front of me). Even the newer, more polished ones like Origins didn’t really click with me, even though I love how they look and how the maps are designed.

Then I realized what my real problem was: the amount of information on screen. There’s always something popping up: markers, icons, messages, objectives, distances, etc. It never lets you just be in the world.

So I decided to play using only the compass and nothing else. No minimap, no markers, no UI clutter. And honestly? The game became 100% better.

I got that feeling back of being lost, of actually exploring, of wondering “What’s over that hill?” instead of just following icons. It feels more immersive, more natural, and more like an actual adventure.

If you’re like me and the saga never really clicked with you, I highly recommend turning off the HUD and giving it another try.

Just to clarify: I almost never tweak game settings because I like experiencing the developer’s original vision. But please, Ubisoft… stop treating players like they’re dumb. This has been a criticism from the community for years.",analysis,
"Assassin's Creed Liberations is easily one of the best games (For me) in the franchise
",opinion,
"After preordering Assassin’s Creed: Black Flag Resynced, I’ve been thinking about what games they should remake & yes we do need a remake for Assassin’s Creed but removing the repetitiveness & altering a few parts of Altair’s story by adding events from Assassin’s Creed: Bloodlines & his ultimate ending seen in revelations. Another one that came to mind as we know that Assassin’s Creed Rogue & Assassin’s Creed III crosses each other in the timeline, what if they made a remake merging both games together in a way where you can do both game missions, but switch back and forth between Shay & Connor & experience both games stories with added new missions where towards the end of the game Shay meets Connor & you get to choose who to play as at the end with one being a canon choice (Connor) and another not being a canon choice (Shay) with a ending similar to how RE Requiem did it where choosing one or the other changes the ending of the game.",opinion,
"There's no stealth and no penalty for getting spotted, however if you want to play like a true assasin, stick to the rooftops and avoid the lines of visions of the guards. There are haystacks, benches and scholars conveniently placed throughout the world so make the best use of them whenever necessary whether in sneaking inside places or escaping a pursuit 2)Side content is basically about collectibles, you can ignore them if you want 3)Skill progression and gear upgrades only happen through story progression. Although if you do all main missions(since not all are compulsory to do for unlocking main assassination missions) and spend much time undetected, you will have higher sync that will give you additional health

The combat is ridiculously easy",analysis,
"So , i think AC1 is very repetitive. Fun at first when you discover the mechanics but after 1 or 2 hours of playtime , its the same. 4 cities , 3 districts in each one but almost nothing changing. You go to a city , get all the view points , pickpocket eavesdrop interrogation etc. then assassinate the leader of whatever operation. and there is no side activity, nothing to gain nothing to lose. Maybe the only fun part is you gaining back your abilities and equipment as you rank up but other than that , nothing. What do you think?",analysis,
"Counterattack is your best friend. Watch your enemies closely and let them attack you first.

Whenever you go to a new place on the map, try to synchronize on all the high spots first, it's nice to have a complete map.

Also, there is an Assassin Creed 1 sequel game on PSP called Assassin Creed Bloodlines, it shows what happens to Altair after the events of this game, whereas AC2 skips ahead a couple hundred years.",analysis,
"
Charged throwing knives are your BEST friend.

Dodge towards an enemy then attack, it’s more effective than counter kills.

Don’t always hold in the high profile button when running across rooftops.

Oh… And if you’re wanting to collect all the feathers, use an interactive map early on to keep track. Enjoy!",analysis,
